,nim,mori,mobs,sep,ein,fs,frac_sh_trunc,mmin,flag_out,zs,xs,ys,m_type_sh,zl_sh,mass_sh,xl_sh,yl_sh,elip_sh,pol_sh,param1_sh,m_type_sat,zl_sat,mass_sat,xl_sat,yl_sat,elip_sat,pol_sat,param1_sat,m_type_hh,zl_hh,mass_hh,xl_hh,yl_hh,elip_hh,pol_hh,param1_hh,m_type_cen,zl_cen,mass_cen,xl_cen,yl_cen,elip_cen,pol_cen,param1_cen,m_type_pert,zl_pert,mass_pert,xl_pert,yl_pert,elip_pert,pol_pert,param1_pert,vel_disp
5006,3.0,24.41,22.98528,9.362449,3.412115,0.0,-1.0,22.62659,3.0,3.27,-1.387374,-0.4785198,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.354,166520700000000.0,0.0,0.0,0.5786275,126.0494,4.301646,1.0,0.354,640605300000.0,0.0,0.0,0.512963,115.4596,1.903745,2.0,0.354,3.27,0.0,0.0,0.08673131,127.4534,0.0,284.7528961072498
5017,3.0,21.91,22.27008,0.4674538,0.1905406,0.0,-1.0,21.27142,1.0,2.96,0.1464683,0.06601604,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.066,3419363000000.0,0.0,0.0,0.4305453,40.04256,3.675362,1.0,2.066,58952000000.0,0.0,0.0,0.2801348,11.20509,0.1040045,2.0,2.066,2.96,0.0,0.0,0.01982345,134.3232,0.0,161.19134703600878
5018,3.0,23.29,23.23324,0.6406981,0.2955561,0.0,-1.0,22.35651,1.0,2.46,0.0264011,-0.1155124,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.242,1216917000000.0,0.0,0.0,0.161919,-9.771567,3.827276,1.0,1.242,46953610000.0,0.0,0.0,0.3019447,41.96651,0.06797517,2.0,1.242,2.46,0.0,0.0,0.0458334,-92.99966,0.0,165.17912658635532
5019,3.0,21.67,21.03819,3.358484,1.649637,0.0,-1.0,20.34655,3.0,2.26,0.3137119,0.7023251,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.481,44708680000000.0,0.0,0.0,0.1828427,43.49041,5.185648,1.0,0.481,268527700000.0,0.0,0.0,0.01085259,75.16789,0.7397664,2.0,0.481,2.26,0.0,0.0,0.06654776,-161.4748,0.0,210.97732252850238
5020,3.0,24.65,23.07751,3.808817,1.485929,0.0,-1.0,22.65304,3.0,1.28,-0.268981,0.3114329,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.398,150314800000000.0,0.0,0.0,0.2271054,-43.25138,3.146623,1.0,0.398,485741400000.0,0.0,0.0,0.4010019,-10.48006,0.9627166,2.0,0.398,1.28,0.0,0.0,0.04141578,-95.57813,0.0,232.3854456641008
5021,3.0,23.61,23.08876,0.6789386,0.2785164,0.0,-1.0,22.8635,1.0,2.33,0.1185168,-0.05238033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.38,1780379000000.0,0.0,0.0,0.1861467,3.183646,6.573829,1.0,1.38,41936100000.0,0.0,0.0,0.3110443,36.78254,0.04206698,2.0,1.38,2.33,0.0,0.0,0.09662436,-32.48388,0.0,197.97292250494004
5024,3.0,22.83,22.83138,1.171343,0.8536693,0.0,-1.0,22.15283,1.0,3.65,0.06119863,0.4156908,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.186,962971900000.0,0.0,0.0,0.220027,-58.9473,9.592473,1.0,0.186,45048090000.0,0.0,0.0,0.5818418,-75.55836,0.4223841,2.0,0.186,3.65,0.0,0.0,0.06867728,-166.9071,0.0,119.19749112618236
5029,3.0,21.59,22.47767,2.642764,1.366131,0.0,-1.0,20.83471,1.0,3.07,-0.4030431,-0.7620348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.207,22265040000000.0,0.0,0.0,0.4338425,69.12968,3.965156,1.0,1.207,190735400000.0,0.0,0.0,0.662826,72.83915,0.109393,2.0,1.207,3.07,0.0,0.0,0.1148098,18.92848,0.0,267.5646471752841
5032,5.0,24.91,22.85866,2.349314,1.521564,0.0,-1.0,21.8888,3.0,1.41,0.133971,0.07810445,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.257,18788190000000.0,0.0,0.0,0.3047465,-40.1659,4.559923,1.0,0.257,181866600000.0,0.0,0.0,0.3482468,-92.43779,0.5346916,2.0,0.257,1.41,0.0,0.0,0.04609651,-34.3628,0.0,183.24683920528693
5033,3.0,24.99,22.95243,6.274499,2.879888,0.0,-1.0,22.68682,3.0,2.73,0.6130546,-0.005386269,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.58,45190060000000.0,0.0,0.0,0.225096,-6.484638,8.707858,1.0,0.58,267228700000.0,0.0,0.0,0.2913238,33.96248,0.4776393,2.0,0.58,2.73,0.0,0.0,0.07725652,-107.3991,0.0,255.28198217851383
5037,3.0,21.37,22.14648,0.4266551,0.2409045,0.0,-1.0,20.81859,1.0,1.26,0.05501226,-0.1268514,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.993,1490111000000.0,0.0,0.0,0.2845137,-54.92218,3.785099,1.0,0.993,50861860000.0,0.0,0.0,0.2759049,-99.05682,0.05205242,2.0,0.993,1.26,0.0,0.0,0.02751584,-152.2731,0.0,197.78862787336197
5039,3.0,22.17,22.55605,1.372505,0.6780063,0.0,-1.0,21.4125,1.0,2.15,0.3284862,-0.1062606,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.354,1413358000000.0,0.0,0.0,0.1693758,-16.33387,4.890203,1.0,0.354,57258270000.0,0.0,0.0,0.1156041,-55.85277,0.1149764,2.0,0.354,2.15,0.0,0.0,0.01540033,72.17151,0.0,179.26108973089998
5040,3.0,21.57,22.58132,0.4506421,0.250307,0.0,-1.0,20.88078,1.0,2.13,-0.09442507,0.08434197,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.11,758577600000.0,0.0,0.0,0.4102944,-104.3558,3.726221,1.0,1.11,22614340000.0,0.0,0.0,0.4383962,-112.8272,0.043753,2.0,1.11,2.13,0.0,0.0,0.03943472,-45.38798,0.0,142.89362832724163
5042,3.0,22.27,23.03508,0.7877624,0.3873578,0.0,-1.0,21.51631,1.0,2.76,0.2134226,-0.0996636,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.141,951204800000.0,0.0,0.0,0.3002082,115.343,8.35847,1.0,1.141,36518610000.0,0.0,0.0,0.1210991,116.638,0.04349816,2.0,1.141,2.76,0.0,0.0,0.005398996,106.5955,0.0,184.14540649468196
5045,3.0,22.47,22.87329,1.409084,0.6758792,0.0,-1.0,21.54099,1.0,3.47,0.3044722,-0.1909312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.784,5713648000000.0,0.0,0.0,0.1936221,-85.60511,3.953438,1.0,0.784,96204440000.0,0.0,0.0,0.1476423,-130.2552,0.214226,2.0,0.784,3.47,0.0,0.0,0.08090575,113.1524,0.0,152.53179660308362
5047,3.0,20.95,21.96539,0.9434936,0.5611658,0.0,-1.0,20.03531,1.0,1.24,-0.1701338,-0.2884696,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.457,972966500000.0,0.0,0.0,0.06744879,-47.45998,12.44402,1.0,0.457,51655960000.0,0.0,0.0,0.5029243,-65.74109,0.1920478,2.0,0.457,1.24,0.0,0.0,0.03414146,-29.73495,0.0,140.2131186050128
5051,3.0,20.53,19.92669,2.747795,1.147284,0.0,-1.0,19.65074,1.0,2.47,-0.5444207,-0.3862302,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.4,44093880000000.0,0.0,0.0,0.2825405,179.9922,2.945493,1.0,0.4,233246800000.0,0.0,0.0,0.2771842,217.1855,0.6445302,2.0,0.4,2.47,0.0,0.0,0.06944835,35.7983,0.0,176.78070119651338
5052,3.0,22.53,23.18077,0.3844847,0.2186758,0.0,-1.0,21.84121,1.0,1.81,-0.01843037,0.1215846,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.089,695365100000.0,0.0,0.0,0.1297804,-126.4849,3.815779,1.0,1.089,24164920000.0,0.0,0.0,0.2430808,-90.8625,0.05515687,2.0,1.089,1.81,0.0,0.0,0.0414491,10.97198,0.0,132.65444984008633
5058,3.0,22.05,22.79336,0.5049468,0.2035695,0.0,-1.0,21.48148,1.0,4.33,0.1518943,0.1117988,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.627,451996600000.0,0.0,0.0,0.4032,168.5051,6.039617,1.0,0.627,15037050000.0,0.0,0.0,0.348979,159.9354,0.1205965,2.0,0.627,4.33,0.0,0.0,0.06039543,33.47999,0.0,84.29492889622264
5059,3.0,21.63,21.91426,1.018921,0.4826887,0.0,-1.0,20.4875,1.0,2.12,0.2505588,0.05747412,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.384,706458000000.0,0.0,0.0,0.249191,95.50974,14.25566,1.0,0.384,29614840000.0,0.0,0.0,0.2089192,153.2351,0.1382839,2.0,0.384,2.12,0.0,0.0,0.01755203,13.8284,0.0,128.21067955035224
5066,3.0,20.15,20.79168,1.060586,0.3773676,0.0,-1.0,19.58192,1.0,2.5,-0.3606079,0.1198858,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.923,3434047000000.0,0.0,0.0,0.4251349,-16.65949,4.117265,1.0,0.923,78272330000.0,0.0,0.0,0.4076537,7.339572,0.1663404,2.0,0.923,2.5,0.0,0.0,0.01159453,100.077,0.0,149.41874267026537
5070,3.0,21.57,21.86056,1.375485,0.7469661,0.0,-1.0,20.17545,3.0,2.91,-0.2573046,-0.0747394,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.559,3681016000000.0,0.0,0.0,0.2547199,102.9307,3.705334,1.0,0.559,93307450000.0,0.0,0.0,0.09860411,108.982,0.1689766,2.0,0.559,2.91,0.0,0.0,0.07302845,-99.34161,0.0,169.51609097392233
5075,3.0,23.05,22.05109,0.7360798,0.3102793,0.0,-1.0,21.68002,3.0,1.24,0.06342448,0.038476,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.692,1768990000000.0,0.0,0.0,0.3752794,-177.343,6.348525,1.0,0.692,49204560000.0,0.0,0.0,0.4487799,-155.4579,0.03722449,2.0,0.692,1.24,0.0,0.0,0.05909475,123.8552,0.0,242.9483064115995
5076,3.0,21.15,22.03604,1.437622,0.4633056,0.0,-1.0,20.3665,1.0,3.02,-0.1844886,-0.3147604,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.412,2134168000000.0,0.0,0.0,0.4650708,175.8992,6.882738,1.0,0.412,80310300000.0,0.0,0.0,0.6447541,184.93,0.2226447,2.0,0.412,3.02,0.0,0.0,0.04139121,75.80233,0.0,155.14922567814455
5077,3.0,20.95,20.57617,0.9222938,0.3885509,0.0,-1.0,20.16117,1.0,2.85,-0.1646114,0.01401112,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.303,2333970000000.0,0.0,0.0,0.4341909,157.4076,5.59343,1.0,1.303,57636930000.0,0.0,0.0,0.2176759,178.5345,0.03183431,2.0,1.303,2.85,0.0,0.0,0.1458508,42.1513,0.0,262.9229138560493
5078,3.0,21.53,20.14376,0.2748842,0.1278057,0.0,-1.0,19.87158,3.0,0.93,0.02647858,0.01390157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.298,342482300000.0,0.0,0.0,0.3423374,-54.07538,6.076906,1.0,0.298,8519792000.0,0.0,0.0,0.272171,2.284243,0.1758491,2.0,0.298,0.93,0.0,0.0,0.03542261,-77.14345,0.0,65.98170438241418
5079,3.0,20.63,22.66321,0.6493593,0.2925776,0.0,-1.0,20.19702,1.0,1.33,0.2130464,0.2009287,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.768,833890600000.0,0.0,0.0,0.4939916,-56.30998,4.323591,1.0,0.768,37571300000.0,0.0,0.0,0.2718301,-53.11552,0.05436905,2.0,0.768,1.33,0.0,0.0,0.05393648,-154.5965,0.0,172.81264825253834
5080,3.0,20.37,21.81519,1.270566,0.6055144,0.0,-1.0,19.51595,1.0,1.45,0.4784658,0.03871273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.529,2869139000000.0,0.0,0.0,0.3381287,142.4778,9.340141,1.0,0.529,56418180000.0,0.0,0.0,0.04028075,106.0209,0.1007873,2.0,0.529,1.45,0.0,0.0,0.05034437,-83.48449,0.0,177.0144118786929
5081,3.0,21.61,22.17859,0.9920878,0.5827283,0.0,-1.0,20.65826,1.0,3.22,-0.1453176,-0.1686304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.989,2699421000000.0,0.0,0.0,0.2240883,71.74415,4.42958,1.0,0.989,58565710000.0,0.0,0.0,0.2230882,84.6579,0.04967844,2.0,0.989,3.22,0.0,0.0,0.1423358,118.875,0.0,217.77320785521653
5082,3.0,21.71,22.34164,1.150065,0.6101582,0.0,-1.0,20.96048,1.0,1.52,-0.3341772,-0.09512013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.716,20668430000000.0,0.0,0.0,0.2295227,49.70803,1.704635,1.0,0.716,154135900000.0,0.0,0.0,0.3883282,54.04419,0.2704613,2.0,0.716,1.52,0.0,0.0,0.08175887,-98.75085,0.0,167.67191542302504
5083,3.0,20.35,21.73547,0.7948909,0.36424,0.0,-1.0,19.38507,1.0,1.85,-0.07796724,0.2735061,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.718,1430071000000.0,0.0,0.0,0.3001007,-125.2158,4.850214,1.0,0.718,46931310000.0,0.0,0.0,0.2721476,-150.0527,0.09983231,2.0,0.718,1.85,0.0,0.0,0.06752673,-163.6946,0.0,148.00463959645978
5087,3.0,21.69,22.60325,0.946166,0.5131054,0.0,-1.0,20.71461,1.0,2.64,0.1696919,-0.2697856,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.488,967877600000.0,0.0,0.0,0.1761493,57.82501,6.915302,1.0,0.488,40043670000.0,0.0,0.0,0.141489,100.9242,0.1399779,2.0,0.488,2.64,0.0,0.0,0.06289727,-147.8809,0.0,129.7157010557454
5090,3.0,23.31,23.26475,0.3046295,0.1435607,0.0,-1.0,22.64592,1.0,4.64,-0.01743268,-0.07855978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.735,639734800000.0,0.0,0.0,0.4092936,54.5485,4.073113,1.0,1.735,7969303000.0,0.0,0.0,0.1086368,90.24651,0.04357592,2.0,1.735,4.64,0.0,0.0,0.05171222,86.82361,0.0,88.60668557301796
5092,3.0,22.71,21.16105,1.19714,0.6629221,0.0,-1.0,20.31902,3.0,3.27,-0.07338126,0.05180858,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.893,1927024000000.0,0.0,0.0,0.258058,-123.3463,6.811433,1.0,0.893,70913950000.0,0.0,0.0,0.4596189,-64.95552,0.1089857,2.0,0.893,3.27,0.0,0.0,0.08870614,-13.78141,0.0,172.20933773694424
5093,3.0,22.13,22.92625,1.171306,0.4959893,0.0,-1.0,21.4764,1.0,1.3,-0.3544153,-0.06469144,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.652,5617365000000.0,0.0,0.0,0.4673479,166.6903,6.516002,1.0,0.652,61765840000.0,0.0,0.0,0.1448226,143.1339,0.05808162,2.0,0.652,1.3,0.0,0.0,0.002723367,-131.4199,0.0,223.37199694020453
5095,3.0,20.87,21.87984,1.700507,0.5524022,0.0,-1.0,19.76934,1.0,3.17,0.3146474,-0.1796288,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.024,37842840000000.0,0.0,0.0,0.5360004,15.20254,5.108385,1.0,2.024,87410920000.0,0.0,0.0,0.5174338,17.00014,0.05741139,2.0,2.024,3.17,0.0,0.0,0.03004352,148.5985,0.0,257.10040982732005
5096,3.0,22.77,20.39157,0.2937195,0.1540475,0.0,-1.0,20.34684,3.0,1.78,0.01616777,-0.01421346,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.272,1050663000000.0,0.0,0.0,0.08864716,-160.6196,7.465391,1.0,0.272,30667060000.0,0.0,0.0,0.1133592,-141.9394,0.7882108,2.0,0.272,1.78,0.0,0.0,0.09774607,-79.63644,0.0,93.21982195113445
5097,3.0,24.39,22.87716,1.254685,0.6351466,0.0,-1.0,22.73396,3.0,1.06,-0.08181134,0.04722846,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.444,2559437000000.0,0.0,0.0,0.2661836,12.80581,15.90159,1.0,0.444,43675110000.0,0.0,0.0,0.1675486,-53.84808,0.06814624,2.0,0.444,1.06,0.0,0.0,0.03770326,-40.0609,0.0,198.22674479639977
5098,3.0,21.93,22.81442,1.536424,0.8361188,0.0,-1.0,21.28453,1.0,2.13,-0.1332817,-0.6457231,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.357,2023019000000.0,0.0,0.0,0.3247168,-155.0511,7.427783,1.0,0.357,90776270000.0,0.0,0.0,0.2575802,-105.6289,0.3399475,2.0,0.357,2.13,0.0,0.0,0.03306501,128.7205,0.0,146.48404344452015
5100,5.0,22.69,21.57829,0.203138,0.08426285,0.0,-1.0,21.08361,3.0,4.27,-0.0007385481,-0.008947733,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.537,410421400000.0,0.0,0.0,0.298044,-25.11466,5.481325,1.0,1.537,5209189000.0,0.0,0.0,0.4826751,-38.82925,0.06446149,2.0,1.537,4.27,0.0,0.0,0.04707278,106.6492,0.0,67.86156783950099
5106,3.0,22.09,22.96284,1.750131,0.6972004,0.0,-1.0,21.22683,1.0,3.64,0.663358,-0.4217453,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.699,7691444000000.0,0.0,0.0,0.1169511,120.0937,5.209186,1.0,0.699,90103920000.0,0.0,0.0,0.2925312,188.4441,0.1947958,2.0,0.699,3.64,0.0,0.0,0.1447667,-157.6558,0.0,160.82668755070702
5108,5.0,24.11,23.08042,1.41562,0.6706347,0.0,-1.0,22.27378,3.0,1.81,-0.08583708,0.02370767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.363,1846163000000.0,0.0,0.0,0.3233588,58.85617,7.930789,1.0,0.363,68504410000.0,0.0,0.0,0.238255,41.58278,0.2305237,2.0,0.363,1.81,0.0,0.0,0.09789969,22.06175,0.0,148.3232288909877
5109,3.0,21.95,21.32182,1.62519,0.8945218,0.0,-1.0,20.85386,1.0,1.93,0.1293796,0.2154053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.498,3120254000000.0,0.0,0.0,0.140538,-144.9624,6.245097,1.0,0.498,87927430000.0,0.0,0.0,0.231109,-97.02816,0.06853474,2.0,0.498,1.93,0.0,0.0,0.01757293,-74.11252,0.0,259.1129330619009
5111,3.0,22.31,22.35319,0.4827439,0.2364852,0.0,-1.0,21.21325,1.0,3.24,0.08406637,0.05663312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.873,505824700000.0,0.0,0.0,0.2639036,40.98343,6.042342,1.0,0.873,16199180000.0,0.0,0.0,0.2522036,127.0016,0.08407829,2.0,0.873,3.24,0.0,0.0,0.01205585,-7.61904,0.0,96.07367553290032
5112,3.0,22.59,21.73948,0.6568502,0.2426248,0.0,-1.0,21.20454,3.0,3.23,0.102651,0.01426404,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.061,5715618000000.0,0.0,0.0,0.3691874,-143.6496,3.384833,1.0,2.061,71111720000.0,0.0,0.0,0.4601831,-171.2421,0.07343579,2.0,2.061,3.23,0.0,0.0,0.03181095,-178.4973,0.0,200.24640582953703
5113,3.0,21.95,22.59669,1.154463,0.4474213,0.0,-1.0,21.24719,1.0,4.79,-0.2588176,0.286771,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.722,1610123000000.0,0.0,0.0,0.2178003,-53.11551,8.998817,1.0,0.722,37005710000.0,0.0,0.0,0.2920049,5.419221,0.1602771,2.0,0.722,4.79,0.0,0.0,0.0910555,-72.75152,0.0,123.66429927982409
5114,3.0,21.27,22.4201,0.264305,0.1129601,0.0,-1.0,20.78774,1.0,1.87,0.1090841,-0.003808099,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.916,425598400000.0,0.0,0.0,0.1774712,122.6018,5.291868,1.0,0.916,8464311000.0,0.0,0.0,0.4877074,137.9092,0.05390566,2.0,0.916,1.87,0.0,0.0,0.03782064,-23.9594,0.0,84.119213946981
5117,3.0,22.69,22.91761,0.2888537,0.1712755,0.0,-1.0,21.32607,3.0,2.69,-0.08234859,-0.01056939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.287,587263500000.0,0.0,0.0,0.2482824,-108.642,8.844998,1.0,1.287,10659180000.0,0.0,0.0,0.3874231,-114.4767,0.07705325,2.0,1.287,2.69,0.0,0.0,0.07254741,-34.27771,0.0,91.70348333494574
5120,5.0,21.51,20.48082,1.207096,0.4747717,0.0,-1.0,20.14921,3.0,1.87,0.01113765,-0.03242889,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.082,10893500000000.0,0.0,0.0,0.2805161,40.08603,4.003299,1.0,1.082,128006400000.0,0.0,0.0,0.3911775,26.88822,0.09782929,2.0,1.082,1.87,0.0,0.0,0.07795589,-123.9123,0.0,232.2845656344509
5121,3.0,23.83,23.01837,1.788526,0.8560881,0.0,-1.0,22.4412,3.0,1.51,0.1610247,-0.1119845,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.199,2672255000000.0,0.0,0.0,0.2903434,-160.6157,4.595051,1.0,0.199,77524230000.0,0.0,0.0,0.1207143,-175.4672,0.2603769,2.0,0.199,1.51,0.0,0.0,0.007279446,-141.2944,0.0,172.1359777484762
5124,3.0,22.37,21.32203,0.6134565,0.2573775,0.0,-1.0,20.55236,3.0,3.51,-0.02090806,-0.0409206,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.669,1504772000000.0,0.0,0.0,0.3130476,144.465,5.224319,1.0,1.669,39386720000.0,0.0,0.0,0.3445964,175.7269,0.05803783,2.0,1.669,3.51,0.0,0.0,0.0814325,-91.34483,0.0,165.99022790639526
